postcode,latitude,longitude,suburbs
3401,-36.881534,141.940832,"Blackheath, Brimpaen, Bungalally, Cherrypool, Clear Lake, Connangorach, Dahlen, Dooen, Douglas, Drung, Green Lake, Gymbowen, Haven, Horsham, Jallumba, Jilpanger, Jung, Kalkee, Kanagulk, Karnak, Laharum, Longerenong, Lower Norton, Mckenzie Creek, Miga Lake, Mitre, Mockinya, Murra Warra, Noradjuha, Nurcoung, Nurrabiel, Pimpinio, Quantong, Remlaw, Riverside, Rocklands, St Helens Plains, Telangatuk East, Tooan, Toolondo, Vectis, Wail, Wallup, Wartook, Wombelano, Wonwondah, Zumsteins"
3402,-37.164183,142.666302,Horsham
3407,-37.298061,141.948371,"Balmoral, Englefield, Gatum, Pigeon Ponds, Vasey"
3409,-36.667303,141.89695,"Arapiles, Clear Lake, Douglas, Duchembegarra, Grass Flat, Jilpanger, Miga Lake, Mitre, Natimuk, Noradjuha, Tooan, Wombelano"
3412,-36.658804,141.366071,Goroke
3413,-36.699331,141.201068,"Minimay, Neuarpurr, Ozenkadnook, Peronne"
3414,-36.388628,142.093883,"Antwerp, Dimboola, Tarranyurk"
3415,-36.352459,141.339702,"Miram, Yarrunga"
3418,-36.074144,141.538074,"Broughton, Gerang Gerung, Glenlee, Kiata, Lawloit, Little Desert, Lorquon, Netherby, Nhill, Yanac"
3419,-36.226015,141.101929,Kaniva
3420,-36.41273,141.017332,"Lillimur, Serviceton, Telopea Downs"
3423,-36.13191,141.940764,"Jeparit, Lake Hindmarsh"
3424,-35.727789,141.930872,"Albacutya, Rainbow, Yaapeet"
3427,-37.643461,144.707974,"Diggers Rest, Plumpton"
3428,-37.591069,144.811494,Bulla
3429,-37.56762,144.728973,"Sunbury, Wildwood"
3430,-37.494056,144.806632,Clarkefield
3431,-37.474551,144.69202,Riddells Creek
3432,-37.448455,144.792581,Bolinda
3433,-37.413302,144.752095,Monegeetta
3434,-37.35388,144.750796,"Cherokee, Kerrie, Romsey, Springfield"
3435,-37.179453,144.743358,"Benloch, Goldie, Lancefield, Nulla Vale"
3437,-37.501619,144.513018,"Bullengarook, Gisborne, Gisborne South"
3438,-37.457528,144.602032,New Gisborne
3440,-37.413377,144.546151,Macedon
3441,-37.399224,144.603892,Mount Macedon
3442,-37.330661,144.548846,"Ashbourne, Cadello, Carlsruhe, Cobaw, Hanging Rock, Hesket, Newham, Rochford, Woodend, Woodend North"
3444,-37.171788,144.544716,"Barfold, Baynton, Baynton East, Edgecombe, Glenhope, Greenhill, Kyneton, Kyneton South, Langley, Lauriston, Lyal, Metcalfe East, Mia Mia, Myrtle Creek, Pastoria, Pastoria East, Pipers Creek, Redesdale, Sidonia, Spring Hill, Tylden, Tylden South"
3446,-37.184831,144.374338,"Drummond North, Malmsbury"
3447,-37.157744,144.322487,Taradale
3448,-37.075364,144.387629,"Elphinstone, Metcalfe, Sutton Grange"
3450,-37.061635,144.214903,"Castlemaine, Moonlight Flat"
3451,-37.125338,144.21419,"Barkers Creek, Campbells Creek, Chewton, Chewton Bushlands, Faraday, Fryerstown, Glenluce, Golden Point, Gower, Guildford, Irishtown, Mckenzie Hill, Muckleford, Tarilta, Vaughan, Woodbrook, Yapeen"
3453,-36.950365,144.281488,"Harcourt, Harcourt North, Ravenswood, Ravenswood South"
3458,-37.424116,144.33471,"Barrys Reef, Blackwood, Fern Hill, Lerderderg, Little Hampton, Newbury, North Blackwood, Trentham, Trentham East"
3460,-37.351704,144.144216,"Basalt, Daylesford"
3461,-37.287848,144.170995,"Bullarto, Bullarto South, Clydesdale, Coomoora, Denver, Drummond, Dry Diggings, Eganstown, Elevated Plains, Franklinford, Glenlyon, Hepburn, Hepburn Springs, Korweinguboora, Leonards Hill, Lyonville, Mount Franklin, Musk, Musk Vale, Porcupine Ridge, Sailors Falls, Sailors Hill, Shepherds Flat, Spargo Creek, Strangways, Wheatsheaf, Yandoit, Yandoit Hills"
3462,-37.083561,144.053611,"Green Gully, Joyces Creek, Muckleford South, Newstead, Sandon, Welshmans Reef"
3463,-36.957983,144.05651,"Baringhup, Baringhup West, Bradford, Eastville, Gower, Laanecoorie, Maldon, Neereman, Nuggetty, Perkins Reef, Porcupine Flat, Shelbourne, Tarrengower, Walmer, Woodstock West"
3464,-37.019811,143.841414,Carisbrook
3465,-37.021478,143.611335,"Adelaide Lead, Alma, Bowenvale, Bung Bong, Cotswold, Craigie, Daisy Hill, Flagstaff, Golden Point, Havelock, Homebush, Majorca, Maryborough, Moolort, Moonlight Flat, Natte Yallock, Rathscar, Rathscar West, Rodborough, Simson, Timor, Timor West, Wareek"
3467,-37.105993,143.412675,"Avoca, Moyreisk"
3468,-37.261481,143.379493,"Amphitheatre, Mount Lonarch"
3469,-37.172964,143.280627,"Elmhurst, Glenlofty, Glenlogie, Glenpatrick, Nowhere Creek"
3472,-36.864952,143.657638,"Bet Bet, Betley, Bromley, Dunluce, Dunolly, Eddington, Goldsborough, Inkerman, Mcintyre, Moliagul, Mount Hooghly"
3475,-36.70633,143.51213,"Archdale, Archdale Junction, Bealiba, Burkes Flat, Cochranes Creek, Emu, Logan"
3477,-36.688551,143.230699,"Avon Plains, Beazleys Bridge, Carapooee, Carapooee West, Coonooer Bridge, Coonooer West, Dalyenong, Gooroc, Gowar East, Grays Bridge, Gre Gre, Gre Gre North, Gre Gre South, Kooreh, Marnoo East, Moolerr, Moyreisk, Paradise, Redbank, Rostron, Slaty Creek, St Arnaud East, St Arnaud North, Stuart Mill, Sutherland, Swanwater, Tottington, Traynors Lagoon, Winjallok, York Plains"
3478,-36.688551,143.230699,"Avon Plains, Beazleys Bridge, Berrimal West, Carapooee, Carapooee West, Coonooer Bridge, Coonooer West, Darkbonee, Dooboobetic, Elberton, Gooroc, Gowar East, Gre Gre, Gre Gre North, Gre Gre South, Kooreh, Medlyn, Mitchells Hill, Moolerr, Moonambel, Percydale, Slaty Creek, St Arnaud, St Arnaud East, St Arnaud North, Stuart Mill, Sutherland, Swanwater, Tanwood, Tottington, Traynors Lagoon, Tulkara, Warrenmang, Yawong Hills"
3480,-36.31227,142.968057,"Areegra, Banyenong, Boolite, Carron, Cope Cope, Corack, Corack East, Donald, Gil Gil, Jeffcott, Jeffcott North, Laen, Laen East, Laen North, Lake Buloke, Lawler, Litchfield, Rich Avon, Rich Avon East, Rich Avon West, Swanwater West"
3482,-36.17028,142.766588,"Massey, Morton Plains, Warmur, Watchem, Watchem West"
3483,-35.901765,142.890804,"Ballapur, Birchip, Birchip West, Curyo, Jil Jil, Karyrie, Kinnabulla, Marlbed, Narraport, Reedy Dam, Whirily"
3485,-35.711533,142.671962,"Banyan, Watchupga, Willangie, Woomelang"
3487,-35.515627,142.616079,Lascelles
3488,-35.435634,142.427118,"Speed, Turriff, Turriff East"
3489,-35.332477,142.425302,Tempy
3490,-34.911674,142.206711,"Big Desert, Boinka, Kulwin, Mittyack, Murray-Sunset, Ouyen, Torrita, Tutye"
3491,-35.434099,142.218273,Patchewollock
3494,-34.486406,142.348315,"Carwarp, Colignan, Iraak, Nangiloc"
3496,-34.389148,141.334798,"Cardross, Cullulleraine, Lindsay Point, Meringur, Merrinee, Murray Lock No 9, Neds Corner, Red Cliffs, Sunnycliffs, Werrimull"
3498,-34.238385,142.172516,Irymple
3500,-34.1931,142.154161,"Mildura, Mildura East, Mildura West"
3501,-34.243279,142.100896,"Hattah, Koorlong, Mildura Centre Plaza, Mildura South, Nichols Point"
3502,-37.972887,145.25835,Mildura
3505,-34.180532,142.004192,"Birdwoodton, Cabarita, Merbein, Merbein South, Merbein West, Wargan, Yelta"
3506,-35.204199,141.385876,Cowangie
3507,-35.120596,142.035659,Walpeup
3509,-35.155031,141.680385,"Linga, Underbool"
3512,-35.39199,141.121226,"Carina, Murrayville, Panitya"
3515,-36.729444,144.062915,"Marong, Shelbourne, Wilsons Hill"
3516,-36.607616,144.041722,"Bridgewater, Bridgewater North, Bridgewater On Loddon, Derby, Leichardt, Yarraberb"
3517,-36.483116,143.886832,"Bears Lagoon, Brenanah, Bullabul, Glenalbyn, Inglewood, Jarklin, Kingower, Kurting, Powlett Plains, Rheola, Salisbury West, Serpentine"
3518,-36.474937,143.586215,"Berrimal, Borung, Fentons Creek, Fernihurst, Fiery Flat, Kurraca, Kurraca West, Mysia, Nine Mile, Richmond Plains, Skinners Flat, Wedderburn, Wedderburn Junction, Wehla, Woolshed Flat, Woosang"
3520,-36.405771,143.810786,"Kinypanial, Korong Vale, South Kinypanial"
3521,-37.090071,144.912693,Pyalong
3522,-37.050037,144.747197,"Emu Flat, Glenhope East, Tooborac"
3523,-36.837461,144.768359,"Argyle, Costerfield, Derrinal, Heathcote, Heathcote South, Knowsley, Ladys Pass, Moormbool West, Mount Camel, Redcastle"
3525,-36.2835,143.364316,"Barrakee, Buckrabanyule, Charlton, Chirrip, Granite Flat, Jeffcott, Jeffcott North, Lake Marmal, Nareewillock, Teddywaddy, Teddywaddy West, Terrappee, Wooroonook, Wychitella, Wychitella North, Yeungroon, Yeungroon East"
3527,-36.07096,143.241334,"Bunguluke, Dumosa, Glenloth, Glenloth East, Jeruk, Ninyeunook, Teddywaddy, Teddywaddy West, Thalia, Towaninny, Towaninny South, Wycheproof, Wycheproof South"
3529,-35.824259,143.232677,"Kalpienung, Nullawil"
3530,-35.701439,143.152747,"Culgoa, Sutton, Wangie, Warne"
3531,-35.616408,142.943814,"Berriwillock, Boigbeat, Springfield"
3533,-35.384557,142.839304,"Bimbourie, Lake Tyrrell, Mittyack, Myall, Nandaly, Ninda, Nyarrin, Pier Milan, Sea Lake, Straten, Tyenna, Tyrrell, Tyrrell Downs"
3537,-36.079335,143.744455,"Barraport, Barraport West, Boort, Canary Island, Catumnal, Gredgwin, Leaghur, Minmindie, Yando"
3540,-35.89277,143.45008,"Cannie, Ninyeunook, Oakvale, Quambatook"
3542,-35.700788,143.406398,"Cokum, Lalbert, Tittybong, Titybong"
3544,-35.487989,143.14445,"Chinangin, Gowanford, Murnungin, Springfield, Ultima, Ultima East, Waitchie"
3546,-35.060163,142.850456,"Bolton, Chinkapook, Cocamba, Gerahmin, Manangatang, Turoar, Winnambool"
3549,-34.766049,142.820973,"Annuello, Bannerton, Happy Valley, Liparoo, Robinvale, Robinvale Irrigation District Section B, Robinvale Irrigation District Section C, Robinvale Irrigation District Section D, Robinvale Irrigation District Section E, Tol Tol, Wandown, Wemen"
3550,-36.764269,144.285267,"Bendigo, Bendigo South, Diamond Hill, East Bendigo, Flora Hill, Ironbark, Kennington, Long Gully, North Bendigo, Quarry Hill, Sandhurst East, Spring Gully, Strathdale, Tysons Reef, West Bendigo, White Hills"
3551,-36.78137,144.457937,"Arnold, Arnold West, Ascot, Axe Creek, Axedale, Bagshot, Bagshot North, Bendigo Forward, Cornella, Creek View, Emu Creek, Eppalock, Epsom, Huntly, Huntly North, Junortoun, Kimbolton, Lake Eppalock, Llanelly, Lockwood, Lockwood South, Longlea, Maiden Gully, Mandurang, Mandurang South, Minto, Mosquito Creek, Murphys Creek, Myola, Myola East, Myrtle Creek, Newbridge, Painswick, Pilchers Bridge, Sedgwick, Strathfieldsaye, Tarnagulla, Toolleen, Waanyarra, Wellsford, Woodstock On Loddon"
3552,-36.764269,144.2786,Bendigo
3554,-36.757,144.279,Bendigo Dc
3555,-36.777226,144.245239,"Big Hill, Golden Gully, Golden Square, Kangaroo Flat, Lansell Plaza, Specimen Hill"
3556,-36.656422,144.178282,"California Gully, Campbells Forest, Comet Hill, Eaglehawk, Eaglehawk North, Jackass Flat, Myers Flat, Sailors Gully, Sebastian, Whipstick, Woodvale"
3557,-36.63511,144.576787,"Barnadown, Fosterville, Goornong, Muskerry, Muskerry East"
3558,-36.51553,144.638363,"Burnewang, Corop West, Creek View, Elmore, Hunter, Runnymede"
3559,-36.570077,144.805307,"Avonmore, Burramboot, Colbinabbin, Corop, Gobarup, Lyndale, Mayreef, Runnymede"
3561,-36.321109,144.709543,"Ballendella, Bamawm, Bamawm Extension, Bonn, Diggora, Diggora West, Fairy Dell, Nanneella, Rochester, Rochester West, The Settlement, Timmering"
3562,-36.062544,144.46276,Torrumbarry
3563,-36.256251,144.515589,Lockington
3564,-36.168997,144.728806,"Bamawm Extension, Campaspe West, Echuca, Echuca East, Echuca South, Echuca Village, Echuca West, Kanyapella, Mcevoys, Patho, Patho West, Roslynmead, Simmie, Wharparilla"
3565,-36.182336,144.511713,Kotta
3566,-35.945748,144.383334,Gunbower
3567,-35.931669,144.262942,"Horfield, Leitchville"
3568,-35.809462,144.184089,"Burkes Bridge, Cohuna, Cullen, Daltons Bridge, Gannawarra, Keely, Macorna North, Mcmillans, Mead, Mincha West, Wee Wee Rup"
3570,-36.515303,144.28053,"Auchmore, Drummartin, Kamarooka, Neilborough, Raywood, Summerfield"
3571,-36.36819,144.206865,"Dingee, Kamarooka North, Pompapiel, Tandarra, Yallook"
3572,-36.266642,144.257135,"Milloo, Piavella, Prairie, Tennyson"
3573,-36.164865,144.297958,"Calivil, Mitiamo, Pine Grove, Pine Grove East, Terrick Terrick East"
3575,-36.055725,144.159028,"Bald Rock, Gladfield, Jungaburra, Loddon Vale, Mincha, Mologa, Pyramid Hill, Sylvaterre, Terrick Terrick, Yarrawalla"
3576,-36.128029,143.917515,Durham Ox
3579,-35.767974,143.769445,"Appin, Appin South, Bael Bael, Beauchamp, Benjeroop, Budgerum East, Capels Crossing, Dingwall, East Yeoburn, Fairley, Gonn Crossing, Kerang, Kerang East, Koroop, Lake Meran, Macorna, Meering West, Milnes Bridge, Murrabit, Murrabit West, Myall, Mystic Park, Normanville, Pine View, Reedy Lake, Sandhill Lake, Teal Point, Tragowel, Wandella, Westby"
3580,-35.639761,144.094672,Koondrook
3581,-35.628333,143.78521,"Beauchamp, Lake Charm"
3583,-35.509635,143.66458,Tresco
3584,-35.431026,143.637617,"Lake Boga, Tresco West"
3585,-35.348388,143.336906,"Castle Donnington, Chillingollah, Fish Point, Goschen, Kunat, Meatian, Nowie, Nyrraby, Pira, Polisbet, Speewa, Swan Hill, Swan Hill Pioneer, Swan Hill West, Winlaton"
3586,-35.114021,143.792594,"Bulga, Murrawee, Murraydale, Pental Island, Tyntynder, Tyntynder South, Ultima East"
3588,-35.29429,143.470325,Woorinen South
3589,-35.228436,143.441248,"Woorinen, Woorinen North"
3590,-35.235708,143.493525,Beverford
3591,-35.202209,143.394092,Vinifera
3594,-35.138155,143.346028,Nyah
3595,-35.202752,143.351682,Nyah West
3596,-35.123806,143.327682,"Miralie, Towan, Wood Wood"
3597,-34.965359,143.189786,"Kenley, Kooloonong, Lake Powell, Narrung, Natya, Piangil"
3599,-34.729742,143.143231,Boundary Bend
3607,-36.839707,145.179762,Tabilk
3608,-36.740713,145.095753,"Bailieston, Goulburn Weir, Graytown, Kirwans Bridge, Mitchellstown, Nagambie, Wahring, Wirrate"
3610,-36.577628,145.229349,"Dhurringile, Moorilim, Murchison, Murchison East, Murchison North"
3612,-36.575936,145.019312,"Moora, Rushworth, Wanalta, Waranga, Waranga Shores, Whroo"
3614,-36.48360219,145.2688853,"Toolamba, Toolamba West"
3616,-36.464118,145.145217,"Cooma, Gillieston, Girgarre East, Harston, Mooroopna North West, Tatura, Tatura East, Toolamba West, Waranga"
3617,-36.423823,145.178369,Byrneside
3618,-36.37708,145.125014,Merrigum
3619,-37.659566,144.936295,Kyabram
3620,-36.284584,145.082735,"Kyabram, Kyabram South, Lancaster, Mount Scobie, St Germains, Taripta, Wyuna, Wyuna East"
3621,-36.206055,144.961183,"Koyuga South, Ky Valley, Ky West, Kyvalley, Tongala, Yambuna"
3622,-36.231961,144.87573,"Cornelia Creek, Koyuga, Strathallan"
3623,-36.461381,144.976813,"Carag Carag, Stanhope, Stanhope South"
3624,-36.410186,144.965763,Girgarre
3629,-36.287306,145.260653,"Ardmona, Coomboona, Mooroopna, Mooroopna North, Undera"
3630,-36.380853,145.403176,"Benarch, Branditt, Caniambo, Colliver, Dunkirk, Shepparton, Shepparton South"
3631,-36.428694,145.526693,"Arcadia, Arcadia South, Branditt, Cosgrove, Cosgrove South, Grahamvale, Karramomus, Kialla, Kialla East, Kialla West, Lemnos, Orrvale, Pine Lodge, Shepparton East, Shepparton North, Tamleugh West"
3632,-36.544462,145.603242,Shepparton
3633,-36.307936,145.46296,Congupna
3634,-36.224186,145.440315,"Bunbartha, Invergordon South, Katandra, Katandra West, Marionvale, Marungi, Tallygaroopna, Zeerust"
3635,-36.142596,145.30827,"Kaarimba, Mundoona, Wunghnu"
3636,-36.093878,145.479471,"Drumanure, Invergordon, Naring, Numurkah"
3637,-36.050686,145.329026,"Waaia, Yalca"
3638,-36.03202,145.246572,"Kotupna, Nathalia, Yielima"
3639,-36.021295,145.047253,"Barmah, Lower Moira, Picola, Picola West"
3640,-36.00978,145.486015,Katunga
3641,-35.89718,145.428306,"Bearii, Mywee, Strathmerton, Ulupna"
3643,-35.955363,145.631874,Cobram
3644,-35.945353,145.632682,"Cobram, Cobram East, Koonoomoo, Muckatah, Yarroweyah"
3646,-36.247446,145.704042,"Dookie, Mount Major, Nalinga, Waggarandall, Wattville, Yabba North, Yabba South, Youanmite"
3647,-36.385331,145.704473,Dookie College
3649,-36.082665,145.688671,"Katamatite, Katamatite East"
3658,-37.241401,145.111854,"Broadford, Clonbinane, Flowerdale, Hazeldene, Reedy Creek, Strath Creek, Sugarloaf Creek, Sunday Creek, Tyaak, Waterford Park"
3659,-37.110344,145.07088,"Sugarloaf Creek, Tallarook"
3660,-37.035925,145.257867,"Caveat, Dropmore, Dysart, Highlands, Hilldene, Kerrisdale, Kobyboyn, Northwood, Seymour, Seymour South, Trawool, Whiteheads Creek"
3661,-38.195993,146.535346,Seymour
3662,-36.939204,144.960214,"Puckapunyal, Puckapunyal Milpo"
3663,-36.910878,145.158863,Mangalore
3664,-36.927251,145.298203,"Avenel, Upton Hill"
3665,-36.844091,145.357627,"Locksley, Longwood, Pranjip"
3666,-36.786777,145.565512,"Balmattum, Creighton, Creightons Creek, Euroa, Gooram, Kelvin View, Kithbrook, Longwood East, Miepoll, Moglonemby, Molka, Pranjip, Riggs Creek, Ruffy, Sheans Creek, Strathbogie, Tarcombe"
3669,-36.625333,145.708668,"Boho, Boho South, Creek Junction, Earlston, Gowangardie, Koonda, Marraweeney, Tamleugh, Tamleugh North, Upotipotpon, Violet Town"
3670,-36.623748,145.852449,"Baddaginnie, Tarnook, Warrenbayne"
3671,-36.385144,145.420691,Benalla
3672,-36.554936,145.977761,"Benalla, Benalla West"
3673,-36.669929,146.062514,"Benalla, Broken Creek, Goomalibee, Kilfeera, Lake Mokoan, Lima, Lima East, Lima South, Lurg, Molyullah, Moorngag, Samaria, Swanpool, Tatong, Upotipotpon, Upper Lurg, Upper Ryans Creek, Winton, Winton North"
3675,-36.565078,146.266835,"Boweya, Boweya North, Glenrowan, Glenrowan West, Greta, Greta South, Greta West, Hansonville, Mount Bruno, Taminick"
3676,-36.341245,146.338612,Wangaratta
3677,-36.358017,146.330564,"Appin Park, Wangaratta, Wangaratta West, Yarrunga"
3678,-36.68892,146.482439,"Bobinawarrah, Boorhaman, Boorhaman East, Bowser, Byawatha, Carboor, Cheshunt, Cheshunt South, Docker, Dockers Plains, East Wangaratta, Edi, Edi Upper, Everton, Everton Upper, Killawarra, King Valley, Laceby, Londrigan, Markwood, Meadow Creek, Milawa, North Wangaratta, Oxley, Oxley Flats, Peechelba, Peechelba East, Rose River, Tarrawingee, Wabonga, Waldara, Wangandary, Wangaratta Forward, Wangaratta South, Whitlands"
3682,-36.174271,146.428656,"Boralma, Lilliput, Norong, Springhurst"
3683,-36.180787,146.604622,"Chiltern, Chiltern Valley, Cornishtown, Indigo"
3685,-36.056449,146.470638,"Boorhaman North, Brimin, Browns Plains, Carlyle, Dugays Bridge, Gooramadda, Great Southern, Lake Moodemere, Norong Central, Prentice North, Rutherglen"
3687,-36.018771,146.415927,"Carlyle, Wahgunyah"
3688,-36.119195,146.717193,"Barnawartha, Barnawartha North, Indigo Upper, Indigo Valley"
3689,-37.67576,144.989793,Wodonga
3690,-36.135717,146.864361,"West Wodonga, Wodonga, Wodonga Plaza"
3691,-36.027154,147.880991,"Allans Flat, Bandiana, Baranduda, Barnawartha North, Bellbridge, Berringama, Bethanga, Bonegilla, Bungil, Castle Creek, Coral Bank, Dederang, Ebden, Gateway Island, Glen Creek, Gundowring, Hume Weir, Huon Creek, Kancoona, Kancoona South, Kergunyah, Kergunyah South, Kiewa, Killara, Leneva, Lone Pine, Lucyvale, Mongans Bridge, Mount Alfred, Osbornes Flat, Running Creek, Staghorn Flat, Talgarno, Tangambalanga, Thologolong, Upper Gundowring, Wodonga Forward"
3694,-36.150678,146.919493,"Bandiana, Bandiana Milpo"
3695,-36.304285,147.123674,"Charleroi, Huon, Red Bluff, Sandy Creek"
3697,-36.68753,147.17925,Tawonga
3698,-36.722034,147.149468,Tawonga South
3699,-36.844307,147.299257,"Bogong, Falls Creek, Mount Beauty, Nelse"
3700,-36.335898,147.35527,"Bullioh, Georges Creek, Jarvis Creek, Tallangatta, Tallangatta East"
3701,-36.638769,147.476819,"Dartmouth, Eskdale, Fernvale, Granite Flat, Granya, Mitta Mitta, Old Tallangatta, Shelley, Tallandoon, Tallangatta South, Tallangatta Valley"
3704,-36.132613,147.49344,Koetong
3705,-36.322884,147.769911,"Cudgewa, Nariel Valley"
3707,-36.586316,148.037958,"Biggara, Colac Colac, Corryong, Deep Creek Nsw 2460 Corryong, Nariel Valley, Thowgla Valley, Tom Groggin, Towong, Towong Upper"
3708,-36.070928,147.942058,Tintaldra
3709,-36.035908,147.667373,"Burrowye, Guys Forest, Mount Alfred, Pine Mountain, Walwa"
3711,-37.41047,145.682161,Buxton
3712,-37.3209,145.839057,"Rubicon, Thornton"
3713,-37.241527,145.90623,"Eildon, Lake Eildon, Taylor Bay"
3714,-37.210538,145.687889,"Acheron, Alexandra, Cathkin, Crystal Creek, Devils River, Fawcett, Koriella, Maintongoon, Taggerty, Whanregarwen"
3715,-36.985747,145.739419,"Ancona, Merton, Woodfield"
3717,-37.286611,145.435776,"Flowerdale, Ghin Ghin, Glenburn, Homewood, Killingworth, Limestone, Murrindindi, Yea"
3718,-37.144067,145.54096,Molesworth
3719,-37.041215,145.608491,"Gobur, Kanumbra, Terip Terip, Yarck"
3720,-37.017241,145.850304,Bonnie Doon
3722,-37.202634,146.253268,"Barwite, Mansfield, Mirimbah"
3723,-36.894465,146.256507,"Archerton, Barjarg, Boorolite, Bridge Creek, Delatite, Enochs Point, Gaffneys Creek, Goughs Bay, Howes Creek, Howqua, Howqua Hills, Howqua Inlet, Jamieson, Kevington, Knockwood, Macs Cove, Maindample, Matlock, Merrijig, Mount Buller, Mountain Bay, Nillahcootie, Piries, Sawmill Settlement, Tolmie, Woods Point"
3724,-37.053108,146.076832,Mansfield
3725,-36.414359,145.937326,"Boxwood, Chesney Vale, Goorambat, Major Plains, Stewarton"
3726,-36.332254,145.960209,"Bungeet, Bungeet West, Devenish, Thoona"
3727,-36.242443,145.957776,"Almonds, Lake Rowan, Pelluebla, St James, Waggarandall, Yundool"
3728,-36.148922,145.959015,"Boomahnoomoonah, Tungamah, Wilby, Youarang"
3730,-36.051782,145.974755,"Bathumi, Boosey, Bundalong, Bundalong South, Burramine, Burramine South, Esmond, Telford, Yarrawonga, Yarrawonga South"
3732,-36.686814,146.313751,"Moyhu, Myrrhee"
3733,-36.812087,146.316338,Whitfield
3735,-36.515712,146.603574,"Bowmans Forest, Whorouly, Whorouly East, Whorouly South"
3736,-36.455136,146.479489,Myrtleford
3737,-36.554037,146.82759,"Abbeyard, Barwidgee, Buffalo River, Dandongadale, Gapsted, Havilah, Havillah, Merriang, Merriang South, Mudgegonga, Myrtleford, Nug Nug, Rosewhite, Selwyn, Wonnangatta"
3738,-36.587922,146.75397,Ovens
3739,-36.641016,146.864194,Eurobin
3740,-36.731686,146.834561,"Buckland, Mount Buffalo, Porepunkah"
3741,-36.962316,147.063163,"Bright, Freeburgh, Germantown, Harrietville, Hotham Heights, Mount Hotham, Smoko"
3744,-36.788479,146.95979,Wandiligong
3746,-36.31396,146.51767,Eldorado
3747,-36.361056,146.725705,"Baarmutha, Beechworth, Hurdle Flat, Murmungee, Silver Creek, Stanley, Woolshed, Wooragee"
3749,-36.42031113,146.8638108,"Bruarong, Yackandandah"
3750,-37.596078,145.005578,Wollert
3751,-37.554655,145.052904,Woodstock
3752,-37.619102,145.074353,"Morang South, South Morang"
3753,-37.476474,144.959512,Beveridge
3754,-37.593554,145.112985,"Doreen, Mernda"
3755,-37.563905,145.142035,Yan Yean
3756,-37.41233,144.956641,"Chintin, Darraweit Guim, Hidden Valley, Upper Plenty, Wallan, Wallan East"
3757,-37.469784,145.182221,"Bruces Creek, Eden Park, Humevale, Kinglake Central, Kinglake West, Pheasant Creek, Whittlesea"
3758,-37.354647,145.052552,"Heathcote Junction, Wandong"
3759,-37.650385,145.247277,Panton Hill
3760,-37.6269998,145.288344,Smiths Gully
3761,-37.585625,145.292381,St Andrews
3762,-37.354143,144.936707,Bylands
3763,-37.521863,145.353378,"Kinglake, Mount Slide"
3764,-37.263736,144.900644,"Forbes, Glenaroua, High Camp, Kilmore, Kilmore East, Moranding, Tantaraboo, Willowmavin"
3765,-37.814771,145.346621,Montrose
3766,-37.817818,145.384955,Kalorama
3767,-37.839387,145.347505,Mount Dandenong
3770,-37.708784,145.416004,"Coldstream, Gruyere, Yering"
3775,-37.642852,145.365993,"Christmas Hills, Dixons Creek, Steels Creek, Tarrawarra, Yarra Glen"
3777,-37.606088,145.513804,"Badger Creek, Castella, Chum Creek, Healesville, Healesville Main Street, Healesville Post Shop, Mount Toolebewong, Toolangi"
3778,-37.537492,145.623011,"Fernshaw, Narbethong"
3779,-37.539267,145.784751,"Cambarville, Marysville"
3781,-37.938471,145.487862,"Cockatoo, Mount Burnett, Nangana"
3782,-37.938068,145.433024,"Avonsleigh, Clematis, Emerald, Macclesfield"
3783,-37.947379,145.596576,Gembrook
3785,-37.885138,145.316734,Tremont
3786,-37.878188,145.332431,Ferny Creek
3787,-37.866786,145.350888,"Sassafras, Sassafras Gully"
3788,-37.848036,145.377128,Olinda
3789,-37.889767,145.357336,Sherbrooke
3791,-37.896917,145.379622,Kallista
3792,-37.89424,145.405388,The Patch
3793,-37.874533,145.429715,Monbulk
3795,-37.836663,145.430311,Silvan
3796,-37.786977,145.384922,Mount Evelyn
3797,-37.867809,145.786343,"Gilderoy, Gladysdale, Powelltown, Three Bridges, Yarra Junction"
3799,-37.727566,145.818512,"Big Pats Creek, East Warburton, Mcmahons Creek, Millgrove, Reefton, Warburton, Wesburn"
3800,-37.910545,145.134935,Monash University
3802,-37.971763,145.255599,Endeavour Hills
3803,-38.009435,145.265524,Hallam
3804,-37.980059,145.325994,"Narre Warren East, Narre Warren North"
3805,-38.037026,145.304198,"Fountain Gate, Narre Warren, Narre Warren South"
3806,-38.025018,145.349488,"Berwick, Harkaway"
3807,-38.048316,145.371635,"Beaconsfield, Guys Hill"
3808,-38.002518,145.42327,"Beaconsfield Upper, Dewhurst"
3809,-38.069094,145.406887,"Officer, Officer South"
3810,-38.04658,145.472514,"Pakenham, Pakenham South, Pakenham Upper, Rythdale"
3812,-38.070135,145.565304,"Maryknoll, Nar Nar Goon, Nar Nar Goon North"
3813,-38.064252,145.634339,"Tynong, Tynong North"
3814,-38.10718,145.669112,"Cora Lynn, Garfield, Garfield North, Vervale"
3815,-38.01378,145.726311,"Bunyip, Bunyip North, Iona, Tonimbuk"
3816,-38.043542,145.787991,"Labertouche, Longwarry, Longwarry North, Modella"
3818,-38.096289,145.867337,"Athlone, Drouin, Drouin East, Drouin South, Drouin West, Hallora, Jindivick, Ripplebrook, Tarago"
