name,latitude,longitude,category
Walking Trail - Knox (351),-37.836744007905544,145.26471157777408,trail
Walking Trail - Knox (352),-37.836888101632255,145.259647900185,trail
Walking Trail - Knox (353),-37.83791769473844,145.24854346336315,trail
Walking Trail - Knox (354),-37.895275443881744,145.2592607837022,trail
Walking Trail - Knox (355),-37.89693051267687,145.2562807035337,trail
Waterford Valley Retirement Village Reserve,-37.910220248745276,145.25484159029781,nature
Walking Trail - Knox (356),-37.90860967525528,145.2684037707701,trail
Nature Reserve - Knox (69),-37.83999887140993,145.23238844112873,nature
Walking Trail - Knox (357),-37.83998152567872,145.23090984560324,trail
Walking Trail - Knox (358),-37.86749636183143,145.24092439457357,trail
Walking Trail - Knox (359),-37.85384564173486,145.21790359020756,trail
Blind Creek drainage - MWC - Knox (2),-37.8689206804816,145.25871269164404,nature
Monbulk Creek Drains MWC - Knox,-37.90024233452925,145.27756961551955,nature
Walking Trail - Knox (360),-37.83854856695991,145.22327187911998,trail
Walking Trail - Knox (361),-37.839863539253,145.22975845010973,trail
Walking Trail - Knox (362),-37.84003703232573,145.23054701256189,trail
Walking Trail - Knox (363),-37.8482457257918,145.30465674004614,trail
Walking Trail - Knox (364),-37.84606760789437,145.30272696084555,trail
Walking Trail - Knox (365),-37.84510091043763,145.3016043285748,trail
Colchester Reserve,-37.8396062174062,145.30199568505373,active_sport
Walking Trail - Knox (366),-37.83589421588055,145.27860413587428,trail
Nature Reserve - Knox (70),-37.83619367715161,145.27263591494378,nature
Walking Trail - Knox (367),-37.86872149646991,145.25383475412332,trail
Walking Trail - Knox (368),-37.85342940181348,145.23324666456054,trail
Dandenong Creek Reserve (3),-37.839280120370574,145.21521019974577,nature
Walking Trail - Knox (369),-37.85554114301265,145.26175008515872,trail
Blind Creek drainage and wetlands - Knox,-37.8668007500384,145.24552135408018,wetland
Coleman Road Reserve (2),-37.864074578827655,145.24759629975534,nature
Walking Trail - Knox (370),-37.92627296641206,145.27052126708017,trail
Walking Trail - Knox (371),-37.867232118899565,145.2289482231624,trail
Walking Trail - Knox (372),-37.91629813770902,145.2886826371641,trail
Police Paddocks Reserve - Casey,-37.944040129810425,145.2305089809372,nature
Corhanwarrabul Creek Frontage,-37.90419088373458,145.24234721407126,nature
Ferny Creek drainage MWC - Knox (3),-37.89059018923953,145.27641020828725,trail
Walking Trail - Knox (373),-37.89633068752135,145.28154667211348,trail
Walking Trail - Knox (374),-37.84000226064348,145.23118033948532,trail
Nature Reserve - Knox (71),-37.840251862517626,145.23063522829648,nature
Walking Trail - Knox (375),-37.83957359841453,145.22902148062033,trail
Knox Community Gardens & Vineyard,-37.86782934778138,145.2576252901453,trail
Nature Reserve - Knox (72),-37.8348257943209,145.2946361489682,nature
Walking Trail - Knox (376),-37.837914001372,145.24872889471666,trail
Walking Trail - Knox (377),-37.84013848830665,145.23205102884447,trail
Drainage Reserve - Riddell Rd DS - Knox,-37.873764837275516,145.22985827212204,nature
Walking Trail - Knox (378),-37.84842281110427,145.3045917157825,trail
H E Parker Reserve,-37.83654663001794,145.25957919823392,park
Walking Trail - Knox (379),-37.90835998818309,145.27283902289133,trail
Koolunga Native Reserve,-37.86923816092813,145.29433006653085,nature
Tirhatuan Wetlands Conservation Reserve,-37.939576509586054,145.22228029688236,wetland
Retarding Basin - Riddell Rd - Knox,-37.87963451283286,145.24966689325072,nature
Nature Reserve - Knox (73),-37.84042055548295,145.23343588704944,nature
Walking Trail - Knox (380),-37.83649503069117,145.2559536903612,trail
Walking Trail - Knox (381),-37.83792587144661,145.24803710938266,trail
Glenfern Park,-37.88999106294045,145.28532732939,active_sport
Stamford Park,-37.9104234324632,145.23218706035414,nature
Walking Trail - Knox (382),-37.92736600189116,145.26939927950525,trail
Sutton Lake,-37.914146683539876,145.2398007894988,nature
Walking Trail - Knox (383),-37.84038585906565,145.23208014477342,trail
Walking Trail - Knox (384),-37.896283496347536,145.2812707633623,trail
Walking Trail - Knox (385),-37.84376784621475,145.30110558893276,trail
Nature Reserve - Knox (74),-37.863690528757196,145.31220989252827,nature
Walking Trail - Knox (386),-37.839503919215375,145.22828369843643,trail
Dandenong Ranges National Park - Potential Addition,-37.85712403235235,145.3340290740158,nature
H.E. Parker Reserve,-37.83618795165404,145.25621458527303,active_sport
Campbells Croft Reserve,-37.841070946410106,145.21368155490416,nature
Walking Trail - Knox (387),-37.89188074675904,145.28195398705603,trail
Nature Reserve - Knox (75),-37.84022388300455,145.23130997994642,nature
Nature Reserve - Knox (76),-37.839849465354526,145.22827652056827,nature
Dandenong Creek Water Frontage (2),-37.8377690307978,145.24853595380966,nature
Dandenong Valley Parklands - Knox (2),-37.89338112882438,145.20334169147628,nature
"Retarding Basins, Police Road",-37.931723820540505,145.21263698183307,nature
Billabong Park,-37.856265943394995,145.17395441552694,park
Pickford Paddock (South),-37.851760057005166,145.16079282913452,park
Amaroo Court Reserve,-37.798051147491165,145.12984394011949,trail
Fulton Road West Block,-37.84208627890047,145.1367829506454,park
Erskine Walk,-37.82612361951277,145.17987687232718,park
McKenna Road Reserve,-37.83750955150989,145.16854880245614,trail
Elmington Avenue Reserve,-37.84714010945529,145.16492655477734,park
Central Park (2),-37.82413574962636,145.1585174382314,park
Donaldsons Reserve,-37.847421491817,145.13868465868273,trail
Kingsley Gardens,-37.81582852181045,145.11323735799527,park
Lithgow Avenue Reserve,-37.818402351823785,145.14707149670042,park
Granya Court Reserve,-37.83696347117269,145.1567157776841,park
Blackburn Lake Sanctuary,-37.826989048949926,145.16236506588018,nature
Frank Sedgman Reserve,-37.79876469546137,145.12300700135367,park
Kalang Park,-37.827254508295056,145.14219202851203,active_sport
Elmhurst Basin,-37.8166498779044,145.1453885806923,trail
Station Street Triangle,-37.839222650213415,145.12122028578793,park
Charles Rooks Reserve,-37.82717297801696,145.18472502470004,park
Lundgren Chain Reserve,-37.855483786284076,145.12142650937278,trail
Jubilee Street Reserve,-37.81544802910417,145.16630462162976,park
Justina Street Reserve,-37.81660040976789,145.16405685856995,trail
Park - Whitehorse,-37.81857817785247,145.2047023745879,park
Banksia Waratah Reserve,-37.844083291767674,145.09903789513436,trail
Roslyn Street Reserve,-37.8501619594328,145.10187950512628,park
Apex Park,-37.84584209035734,145.10613082295657,park
Rees Street Reserve,-37.85497954534528,145.13003221872316,park
Newbigin Street Reserve,-37.852405673236106,145.12994626840137,trail
Boisdale Street Reserve,-37.835948559126074,145.10165937806516,trail
Fulton-Worrall Reserve,-37.84847781587946,145.13188609664746,park
Russell Street Reserve,-37.83017764713099,145.0999155213439,trail
Park - Whitehorse (2),-37.82976084059464,145.10094315748296,park
Florence Reserve,-37.829130367371846,145.10270959335486,park
Eley Road Reserve,-37.84364436541714,145.12391055772778,trail
Branksome Grove Reserve,-37.832556494951135,145.14187649245355,park
Fulton Road East Block,-37.842336409062355,145.13960783289696,nature
Park - Whitehorse (3),-37.860973029188784,145.1668103164283,park
Florence Gardens Reserve,-37.83751746384688,145.16784047008872,park
Park Close Reserve,-37.834545082417186,145.19133982825383,park
Frank Way,-37.8356305714927,145.2097008085423,trail
Prestbury Gardens,-37.846629795061624,145.1749121031354,park
Walbrook Drive Reserve,-37.84639244511774,145.1821916710731,trail
Scarborough Park,-37.850157568594405,145.17489448647086,trail
Holland Gully,-37.84866250749484,145.14630150596648,trail
Parkland Place Reserve,-37.844128054904125,145.16505468554342,park
East Burwood Reserve,-37.85665765465386,145.16101658784532,active_sport
Mahoneys Reserve,-37.84307107426332,145.16218524392735,active_sport
Morack Road Reserve,-37.84695062535902,145.19857673992846,trail
Kara Walk Reserve,-37.846737794819155,145.1980228657708,park
Bellbird Dell Reserve,-37.848987782909376,145.1920638059891,nature
Sinnott Street Reserve,-37.85200165049541,145.11131767478153,park
Hunters Knoll,-37.83655610378842,145.15000756471002,trail
Wurundjeri Walk,-37.840262322643284,145.1429898806589,trail
Laburnum Lot,-37.82131860642213,145.14034125474979,park
Brunswick Park,-37.81809113613909,145.19880932026317,park
Walking Trail - Whitehorse,-37.79849595099268,145.13615447935948,trail
Livermore Close Reserve,-37.84728871436058,145.20425462726476,park
Surrey Drive Reserve,-37.82206676646199,145.11925374607233,active_sport
Surrey Park,-37.826372032964,145.11602117274512,active_sport
Nunawading Civic Centre,-37.816261737751915,145.18145703621508,park
Westminster Close Walkway,-37.844728781055686,145.13817552224012,park
York Street Walkway,-37.84465627240974,145.13868256925815,trail
Ramsey Rise,-37.849504136218,145.13745586337663,park
Abrahams Court Reserve,-37.84603625838101,145.13027748697317,trail
Figtree Walkway,-37.846925893130184,145.13301202273635,trail
Park - Whitehorse (4),-37.847323177585196,145.13276061562044,park
Harding Street Reserve,-37.829320336790694,145.10649811762093,park
Ashted Road Reserve,-37.82298139837413,145.12583133363847,trail
Pioneer Park,-37.82153139028464,145.12354713991172,park
Tainton Road Reserve,-37.85019935709412,145.15583999899894,park
Ansett Crescent Reserve,-37.84944973577246,145.16656034127232,park
Combarton Park,-37.82681416715859,145.12567767890042,trail
Dalroy Bend Reserve,-37.85311159166672,145.17407381829958,trail
Overpass Surrounds,-37.83052336489729,145.1322028522291,active_sport
Windsor Crescent Reserve,-37.82397169559183,145.10657959709985,park
Springfield Park,-37.809301451085865,145.13381796968955,active_sport
Charlesworth Park,-37.85217304230394,145.17952185907754,active_sport
Halligan Park,-37.811097533011605,145.1279694998172,trail
Lincoln Street Reserve,-37.85964183277862,145.15884818230816,trail
Hartland Park,-37.85889997957612,145.18219512430989,park
Linsley Park,-37.81971108294992,145.12807307504184,park
Trainor Street Reserve,-37.80412803495052,145.11966492136,park
Dandenong Creek Frontage - Whitehorse,-37.8455114925064,145.2105006160789,nature
Ballina Terrace Reserve,-37.861949653363936,145.18359872221694,trail
Mont Albert Reserve,-37.80977574865457,145.11044285878398,active_sport
Matheson Road Reserve,-37.84381388492988,145.1730734850674,park
Stanley-Dorene Reserve,-37.84809772664065,145.1773634394312,park
Ashmole Park,-37.807568360998076,145.11174080668204,trail
"Retarding Basins, Wetherby Road (Doncaster) (2)",-37.79764565854429,145.14426447684275,nature
Spark Rise,-37.849654306176625,145.18537482964302,trail
Wolseley Close Reserve,-37.82082373185746,145.10313666589587,trail
Gawler Chain,-37.804832667873804,145.10958896652787,trail
St Johns Square,-37.822533906040796,145.10748252391787,park
Hatfield Court Reserve,-37.85549469340894,145.18732646235568,park
Barossa Avenue Reserve,-37.85643795457197,145.19603851139823,trail
Manniche Avenue Reserve,-37.79949492501293,145.10740704862263,park
Terrara Park,-37.85435937166738,145.19327432453554,active_sport
Gelea Crescent Reserve,-37.85075147372407,145.19599860965704,trail
Park - Whitehorse (5),-37.838795578857,145.12071171361475,park
Delacombe Reserve,-37.849145894475676,145.20026414037056,park
Killara Street Reserve,-37.805741510259864,145.13128039477814,park
Winswood Close Reserve,-37.847167290516715,145.20177749508503,park
Tassells Park,-37.801452235593956,145.12972329847565,trail
Thatcher Reserve,-37.83979741436429,145.21149019654467,park
Tweedie Court Reserve,-37.800109382111486,145.13010316485722,trail
Charlton Street Reserve,-37.80516883481529,145.15596197576536,park
Greenglade Court Reserve,-37.804792709555144,145.16482602215072,trail
Masons Road Reserve,-37.83224319452949,145.1599787505586,nature
Vermont Recreation Reserve,-37.83776284662422,145.19193401760262,active_sport
Koonung Park,-37.80874324235746,145.15054114070966,active_sport
Artists Park,-37.8346881980293,145.12865991396825,trail
Kingsley Croft,-37.84148020543595,145.18530358596456,park
Stanley Reserve,-37.81388776817693,145.14686676876818,trail
Primula Park,-37.80431101830971,145.14607275032677,park
Canowindra Close Reserve,-37.84717460298926,145.196377430744,park
Fuchsia Street Reserve,-37.82231391695591,145.14133007144056,nature
Luther Street Reserve,-37.80229999833871,145.13759775840708,trail
Box Hill Crescent Reserve,-37.80795124560906,145.11627075462818,park
Tyne Close Reserve,-37.823210199188054,145.17271186376493,nature
Newburn Court Reserve,-37.82267301500467,145.17436147341544,nature
Drainage Reserve - Whitehorse,-37.833544256074134,145.1663247828753,nature
Cornfield-Penrose Reserve,-37.841236435800624,145.13181401616882,park
Yaminga Play Area,-37.81003491003591,145.17198982080055,park
Mudgee Flat,-37.8549517469269,145.136908391351,park
Hurter Street Link,-37.84349179297328,145.1522288747006,trail
Joseph Street Reserve,-37.80195720948089,145.14873504642597,nature
Wren Close,-37.828200464328816,145.17559052138446,trail
Licola Reserve,-37.861267158033066,145.1773487621268,park
Koonung Creek Reserve (2),-37.79289477312189,145.1073603651948,trail
Lemon Grove Reserve,-37.80715713850118,145.1834480075813,park
Linvale Walk,-37.80972711749139,145.17924132605415,trail
Wirilda Park,-37.813637621205885,145.18625971401497,park
Tyrol Park,-37.86141773532477,145.1901841515949,park
Wynne Court Reserve,-37.84839869825743,145.19821825937868,trail
Pioneer Close Reserve,-37.861411753365445,145.19441932030546,park
Stephens Reserve,-37.84093337593144,145.18844532248383,active_sport
Belmore Road Reserve,-37.80085902870491,145.11009121646697,park
Walking Trail - Whitehorse (2),-37.81828896285451,145.12537755142085,trail
Hagenauer Reserve,-37.809358673835725,145.11757712077727,active_sport
Joseph Street Plantation,-37.8008205027962,145.14228032587167,park
Middlefield Park,-37.80201752615483,145.15076158594974,trail
Polydor Place Reserve,-37.805382763701495,145.15101439761744,park
Pottery Drive Reserve,-37.8081553046932,145.14628690517787,trail
Pope Square,-37.81656872661387,145.15336874678587,park
Nunawading Reserve,-37.82012412580418,145.17336086213942,active_sport
Naughton Patch,-37.829018510086534,145.15433162443202,park
Feiglin Park,-37.81763018979203,145.17525741825207,park
Nicoll Park,-37.810190641154385,145.16707612269036,trail
Slater Reserve,-37.80367047448033,145.1620572954847,park
Halliday Park,-37.810070054346475,145.19232163260654,active_sport
Wood Park,-37.82104600408006,145.1778041625206,trail
Moresby Dale,-37.80668076982772,145.1991325703265,trail
Casella Hollow,-37.80669917550498,145.2017030364082,park
Walker Park,-37.816442078705826,145.18469470361126,active_sport
Esplanade Reserve,-37.81641337755388,145.19703919177059,park
Collina Glen,-37.809242444430566,145.20090678520327,trail
Cochrane Close & Islands,-37.809267389260896,145.19318900369154,trail
Heatherdale Hill,-37.82139683479133,145.20902373839027,park
Scott Street Reserve,-37.83211143945438,145.20194041890343,park
Redland Drive Reserve,-37.830002747304505,145.1942863692521,park
Heatherdale Reserve,-37.82700277498067,145.20977013404487,park
Ferris Avenue Reserve,-37.82602810355579,145.1990137341991,park
Livingstone Reserve,-37.85452161174058,145.18157138129783,park
Cobradah Reserve,-37.84397224402699,145.2023838795577,park
Murray Drive Reserve,-37.843843012560605,145.101871261322,trail
Walking Trail - Whitehorse (3),-37.80122802420117,145.12342452152959,trail
Nature Reserve - Whitehorse,-37.79794646760033,145.1218768694425,nature
Paul Avenue Reserve,-37.798093282120846,145.12125748915554,trail
Ballyshannassy Park,-37.85644944274683,145.13518261090113,active_sport
Feathertop Basin,-37.85647829425142,145.14053497453182,trail
Elgar Park,-37.79904842084231,145.1164013359699,nature
Keats Street Reserve,-37.85129350322865,145.14625254512217,park
College Way Reserve,-37.8465119736461,145.13265952148203,park
Condor/Sutherland Place Park,-37.845826455134365,145.13184208180127,park
Walking Trail - Whitehorse (4),-37.795374034982466,145.10598664677963,trail
Stewart Street Walkway,-37.84748185230978,145.1308410586999,trail
Park - Whitehorse (6),-37.799938445172565,145.14736702735257,park
Rosslyn Street Corner,-37.83272461580524,145.15326254531152,park
Bright Place Walkway,-37.83156040271379,145.14211097294623,trail
School Street Walkway,-37.83221031485095,145.1413892870887,trail
Mansfield Street Walkway,-37.83330087210387,145.14141235208726,trail
Elmore Walk,-37.820607277449035,145.14539279266987,trail
Candlebark Park,-37.82254055902572,145.17303149261053,park
Bindi Park,-37.840575039576144,145.15751889091055,trail
"Middleborough Rd, Box Hill North",-37.797283043136,145.14127434703553,nature
"10-12 Sprinvale Rd, Nunawading",-37.80485774813197,145.17292723133588,trail
Forest Hill Reserve,-37.83689115973296,145.17386065561917,active_sport
Berry Avenue Reserve,-37.82055679048642,145.201016414672,trail
Lucknow Close,-37.8253582000487,145.18976482958183,trail
Cobham Corner,-37.806384336606214,145.19292866059283,park
Trenham Court Reserve,-37.809496525402885,145.20575529529447,park
Antonio Park,-37.814399765992476,145.20809357706923,nature
Tennyson Reserve,-37.8183752094475,145.20735146631725,trail
Morton Park,-37.82160664821266,145.15566220051434,active_sport
Terra Cotta Drive Reserve,-37.82000361138654,145.1637403902683,trail
Blackburn Triangle,-37.83244882040524,145.15530197667064,trail
Glen Ebor Avenue Reserve,-37.82235493350508,145.16351283510332,trail
Wandinong Sanctuary,-37.83133692018889,145.15231831162438,nature
Anjaya Court Reserve,-37.83113043142974,145.16328535104896,park
Lake Road Reserve,-37.83102363953972,145.16758435218884,park
Felicia Dale,-37.831661829568375,145.18513753154846,park
Halley Street Reserve,-37.830753359101266,145.1592911708507,park
Felicia Dale (2),-37.83461011421103,145.18134524995145,trail
Walking Trail - Whitehorse (5),-37.848401157715266,145.16437475744723,trail
Naramah Street Walkway,-37.845681304319044,145.17020849454735,trail
Buckanbe Park,-37.83288601131648,145.19892517098722,trail
Laidlaw Reserve,-37.83237857381886,145.20946147367147,park
Barter Crescent Reserve,-37.84353492825234,145.16588240952962,park
Adrian Danaher Reserve,-37.83654708407634,145.20220825852817,park
View Park,-37.83736614853023,145.2027799509085,trail
Parkland-Barter Walkway,-37.84375511842717,145.1661156210238,trail
Eastmont Reserve,-37.83287669900684,145.2070682156811,park
Manhattan Square,-37.83486270304346,145.2121469578146,park
Gregory Mews Reserve,-37.831451373052694,145.16666536681458,trail
Stringybark Close Reserve,-37.83226428473934,145.16654831656408,trail
Wardle Close Reserve,-37.83639994219466,145.1415002118327,trail
Holland Road Reserve,-37.832633946946935,145.15199962737003,park
Central-Florence Walkway,-37.82526813593647,145.16670172640704,trail
Holbury Reserve,-37.83904690485801,145.15918544388302,park
Sandra/Raleigh South East Reserve,-37.839990157821624,145.15959623345734,park
Justina-Elonara Walkway,-37.849903628838454,145.174075469025,trail
Old Strathdon Orchard,-37.84526311347254,145.1728559114007,park
Edinburgh Patch,-37.83756591740729,145.1417425156335,trail
Reuben Way,-37.84420484762544,145.1506623208543,trail
Reedwood Avenue Reserve,-37.853404327033296,145.1346775249608,park
Tally Ho Business Park,-37.85684891700123,145.16737329270418,nature
Witchwood Gully,-37.852829307245386,145.14799878726157,park
Tally Ho Business Park (2),-37.8557596203608,145.16723622406548,park
Benwerrin Reserve,-37.85186177707384,145.14200931344848,park
Lawrence Reserve,-37.85662147475136,145.1381008778791,park
Travers Track,-37.853766218386916,145.15470545262045,trail
Cloverdale Close Reserve,-37.846619628090764,145.15455639562668,trail
Park - Whitehorse (7),-37.83757337876251,145.18390308681663,park
Bushy Creek Parklands (West),-37.80087416956591,145.12014634282153,trail
Memorial Park (2),-37.80420198505657,145.12511938355877,trail
Naughton Grove Reserve,-37.827865227890086,145.1578811557455,nature
Village Walk Reserve,-37.84689670911423,145.19754250531582,trail
Heatherdale Retarding Basin,-37.826277246401766,145.20692870461966,nature
Talarno-George Walkway,-37.849752847306334,145.1950619674563,trail
Furness Park,-37.82655870903131,145.15037772365852,nature
Glen Valley Park,-37.83281155553386,145.1698819667719,nature
Nature Reserve - Whitehorse (2),-37.85813632963313,145.20035855715025,nature
Ronald E Gray Reserve,-37.8070077033985,145.1792958286124,nature
Avon Avenue Reserve,-37.822676935667594,145.20242356240365,nature
Walking Trail - Whitehorse (6),-37.834617094475284,145.1929398405946,trail
Park - Whitehorse (8),-37.841984692547456,145.19182222604002,park
Heatherdale Reserve (2),-37.828833863165926,145.21106409022778,nature
Condev Court Walkway,-37.84149524630206,145.19043346356025,park
Fuchsia Street Reserve (2),-37.823431277170116,145.14066648754667,trail
Highbury Park,-37.85886106315079,145.14900312486552,nature
Trade Place Reserve,-37.834692595452786,145.18585974088458,trail
Somers Trail,-37.824553787347,145.20716061299777,trail
Cootamundra Walk,-37.81302597326272,145.15324402405932,trail
Campbells Croft,-37.84321591492679,145.20999389352565,nature
Burn Nar Look Reserve,-37.84960366726618,145.1257020502237,trail
Bennettswood Bowling Club,-37.84213063101249,145.12062512023246,active_sport
Park - Whitehorse (9),-37.8481776336298,145.12422827350042,park
Frank Sedgman Reserve (2),-37.79881923986208,145.12530742376583,active_sport
Nature Reserve - Whitehorse (3),-37.79747479162404,145.1369178411393,nature
Timor-Varcoe Walkway,-37.84310281085163,145.10728081945447,trail
Meldan-Patterson Walkway,-37.8423245959014,145.10636027378658,trail
Jeffery Street Reserve,-37.82770594143101,145.15381104528313,nature
Livingstone-Patterson Walkway,-37.842215670959,145.10715530090653,trail
Rees Street Reserve (2),-37.854284206444646,145.12962548168576,trail
Highbury-Howitt Walkway,-37.858247606875416,145.139340955879,trail
Cam Street Reserve,-37.856250550025706,145.13918612377208,trail
Park - Whitehorse (10),-37.79946381709329,145.14537857429968,park
Rigani Patch,-37.806254968222994,145.15194041752227,trail
James Street Link,-37.814823719907814,145.1462393065707,trail
Bolton Park,-37.81745310458373,145.1374297100359,park
Walking Trail - Whitehorse (7),-37.79892827616211,145.1417076215895,trail
Walking Trail - Whitehorse (8),-37.81803743911002,145.1231544770926,trail
Zetland Road Closure,-37.81776080967956,145.11469742645662,trail
Young Street Closure,-37.81732056682962,145.11630558439987,trail
Walking Trail - Whitehorse (9),-37.804690407472535,145.17713485450352,trail
Park - Whitehorse (11),-37.80833006090237,145.17600333185683,park
Koonung Creek Trail,-37.80314138034283,145.17060542108362,trail
Nature Reserve - Whitehorse (4),-37.80202659925768,145.16439613000907,nature
Nature Reserve - Whitehorse (5),-37.802157101647275,145.16500352608102,nature
Nature Reserve - Whitehorse (6),-37.80235460541276,145.1672823511689,nature
Esdale Street Reserve,-37.81295926980941,145.1689610624639,park
Yarrando Park,-37.80964733822026,145.17702851748447,park
Nature Reserve - Whitehorse (7),-37.80821282273299,145.17675219988962,nature
Junction Road Corner,-37.808885265307524,145.17681988876248,nature
Wattle Valley Triangle,-37.81097255669516,145.20819050126786,nature
Peel Street Reserve,-37.81650227077294,145.1897482174167,trail
Branksome Grove Reserve (2),-37.83262123222248,145.14158052672784,trail
Forest Hill Reserve (2),-37.83725639353546,145.17257297587724,trail
Boardman Close Reserve,-37.841379977609094,145.12203494274507,park
Nelson-Hagenaeur Walkway,-37.81108314672755,145.11957832187207,trail
Willow Street Park,-37.80885074854288,145.11843963205177,active_sport
Ashmole Park (2),-37.80784607902293,145.11203821440125,park
Billabong Park (2),-37.857793682298734,145.17426292367588,nature
Koonung Creek Parklands,-37.79830604306419,145.12278537856906,nature
Forest Hill Reserve (3),-37.83590957588,145.17446138257102,nature
Sapphire-Willurah Park,-37.83764362272147,145.17778284266257,nature
Bushy Creek Parklands (West) (2),-37.801938274430974,145.1210489208262,nature
Memorial Park (3),-37.80525295425013,145.12524014915203,nature
Nature Reserve - Whitehorse (8),-37.85767522976896,145.20091644310503,nature
Gardiners Creek Reserve (South),-37.85073889368762,145.10957383288894,nature
RHL Sparks Reserve,-37.8279303463019,145.13583873608312,nature
Jamieson Reserve,-37.828302505506706,145.1601180046477,nature
Blacks Walk,-37.82532359105199,145.139123918599,nature
Walking Trail - Whitehorse (10),-37.852858412006746,145.19173734284539,trail
Melissa Reserve,-37.851737888765385,145.18825683986086,trail
Hanover Reserve,-37.85095228369588,145.1856456460504,park
Walking Trail - Whitehorse (11),-37.83423448236058,145.19077176581712,trail
Lundgren Chain Reserve (2),-37.85536636454816,145.12591644965428,park
Poole Street Reserve,-37.84830755640403,145.12547699824026,trail
Tyne-Newburn Walkway,-37.82270606274068,145.17407487138524,trail
Candlebark-Tyne Walkway,-37.822998920249724,145.1730287705147,trail
Blackburn Lake Sanctuary (2),-37.827976035900114,145.1648153250957,trail
Masons Triangle,-37.83171756843476,145.15604887773355,park
Park - Whitehorse (12),-37.81865102911565,145.20511275581543,park
Ormond Avenue Reserve,-37.8120123266046,145.18919545839944,park
Masons Road Reserve (2),-37.832206560839076,145.15933870625,trail
Masons Road Retarding Basin,-37.8321571418472,145.1626206527489,nature
Walking Trail - Whitehorse (12),-37.84882900507967,145.16639328033597,trail
Mahoneys Reserve (2),-37.84404060855448,145.15982674724393,trail
Mullum Mullum Creek Frontage (2),-37.8071010175997,145.20757339500383,nature
Hawthorn Road Reserve,-37.84438468947225,145.15890035791946,trail
Milton-Boyle Walkway,-37.82780519865818,145.16849862566457,trail
Davey Lane,-37.84544503368267,145.17584511016273,active_sport
East Burwood Reserve (2),-37.8579448842599,145.16214050742533,nature
Terrara Park (2),-37.85472525029481,145.19569964101035,trail
Wattle Park,-37.83895351717533,145.10564240176802,nature
Pickford Paddock (North),-37.850954296202026,145.16081770127246,park
Mock Street Reserve,-37.8444904410478,145.16667127439518,trail
Lorne Parade Reserve,-37.82322403121165,145.10097816825657,park
Fulton Road West Block (2),-37.84211414665775,145.13705197606768,nature
Sugarloaf-Hotham Walkway,-37.85697554255708,145.13986949553004,trail
Narmara-Sugarloaf Walkway,-37.85708671633319,145.13892874784545,trail
Via Media Reserve,-37.82530765713076,145.1337215378303,trail
Wurundjeri Walk (2),-37.84142679723412,145.14360794328798,nature
John Stubbs Reserve,-37.83905790051982,145.1202549787821,park
Eley Park,-37.84547230721287,145.14328235329742,active_sport
Strathbogie Walk,-37.85699153781181,145.14125676692439,trail
Surrey Drive Reserve (2),-37.824681589601454,145.1185983399783,park
Middlefield Walkway,-37.801267444665264,145.15049333308994,trail
Park - Whitehorse (13),-37.80022167590308,145.14777877937703,park
Joseph Street Reserve (2),-37.80189538036056,145.1495254280837,trail
Box Hill City Oval,-37.818564700205364,145.13757202108363,active_sport
Bushy Creek Parklands (East),-37.80721086226114,145.13150220231358,trail
Boronia Grove Reserve,-37.79966268508149,145.15174210131724,nature
Halliday Park (2),-37.810958160154975,145.19147581589806,park
Nature Reserve - Whitehorse (9),-37.79757878677557,145.13707085908564,nature
Stephens Reserve (2),-37.83845259311668,145.18891888483208,nature
Heatherdale Reserve (3),-37.82752414440701,145.21049284797513,active_sport
Victoria/Glenmore Chain,-37.823585106225316,145.12947481391032,trail
Yarran Dheran,-37.80706369451725,145.20389103337135,nature
RHL Sparks Reserve (2),-37.82936808393417,145.13315260267174,active_sport
Bennettswood Reserve,-37.84655335764978,145.11280426527884,park
Mullum Mullum Park - Whitehorse,-37.8117286787515,145.21306763856813,nature
Abbey Walk,-37.8410577888657,145.21244871968506,nature
Somers Trail (2),-37.82381224418309,145.2022127346676,park
Simpson Park,-37.82363162829852,145.2007599690839,active_sport
Beatty Street Reserve,-37.818207617672336,145.10883549221936,park
Box Hill Gardens,-37.814947872417314,145.12208331957137,park
Park - Whitehorse (14),-37.80752986050171,145.17623278291762,park
Kett Street Walkway,-37.8047933149453,145.17151500752502,trail
Nature Reserve - Whitehorse (10),-37.80197589665231,145.1643042397656,nature
Condor/Sutherland Place Park (2),-37.84604629233839,145.13226193989624,trail
Thurston Street Reserve,-37.82417753962931,145.11839783602997,park
Gardiners Creek Frontage - Whitehorse,-37.82684470737741,145.1473088117041,nature
Nunawading Civic Centre (2),-37.81626730659371,145.1834102954449,trail
Park - Whitehorse (15),-37.80019160397375,145.14821487306563,park
South Parade Reserve,-37.82034175092191,145.14926983497074,park
Hagenauer Reserve (2),-37.810576587261224,145.11890273924143,park
Nature Reserve - Whitehorse (11),-37.84287432621622,145.2121102089978,nature
Gawler Chain (2),-37.80683429394084,145.10531048508665,park
Blackburn Triangle (2),-37.8322478973409,145.15572300800923,park
Davy Lane,-37.8455315562551,145.17733655173768,trail
East Burwood Reserve (3),-37.856701968908446,145.15821350977967,park
Park - Whitehorse (16),-37.83886777646882,145.12088275211516,park
Livermore Close Reserve (2),-37.84816601774906,145.20406424421125,trail
Gardiners Creek Reserve (North),-37.84301538281986,145.11795401727375,nature
